IlmnID,CHR,Relation_to_UCSC_CpG_Island,MAPINFO,Probe_SNPs_10,Probe_SNPs
cg03954393,1,"",204679626,rs77620835,""
cg03954786,1,S_Shelf,156218113,"",""
cg03954794,1,"",215035489,rs79724559,""
cg03954927,1,"",10346856,"",""
cg03954991,1,S_Shore,36916605,"",""
cg03955121,1,N_Shore,43353650,"",""
cg03955259,1,S_Shelf,236771422,"",rs74146333
cg03955296,1,Island,157107917,"",""
cg03955334,1,"",5661803,"",""
cg03956353,1,"",110306642,"",""
cg03956606,1,"",11249057,"",""
cg03956833,1,Island,1051711,"",""
cg03957204,1,Island,154377970,"",""
cg03957235,1,S_Shore,3512243,"",""
cg03957440,1,"",214209324,"",""
cg03957476,1,N_Shelf,171707535,"",""
cg03957695,1,S_Shelf,227733522,"",rs903696
cg03957898,1,"",152333423,"",""
cg03958426,1,N_Shore,206857947,"",""
cg03958928,1,"",167131969,"",""
cg03959147,1,"",84419549,"",""
cg03959306,1,N_Shore,2004968,"",""
cg03959918,1,"",97051549,"",rs72968760
cg03959945,1,"",208326650,"",""
cg03960066,1,S_Shore,150255503,rs77397012,rs6671747
cg03960217,1,"",152647777,"",""
cg03960382,1,S_Shore,6190318,rs17029184,""
cg03960390,1,S_Shore,2334914,"",""
cg03960804,1,N_Shelf,15570129,"",""
cg03960908,1,N_Shelf,19178112,"",""
cg03961030,1,"",6333796,"",""
cg03961283,1,Island,223566761,"",""
cg03961551,1,N_Shelf,25251730,"",""
cg03961800,1,"",145548835,"",""
cg03961853,1,"",230384989,"",""
cg03961984,1,N_Shore,55229700,"",""
cg03962019,1,"",41807865,"",""
cg03962214,1,Island,10707953,"",""
cg03962411,1,Island,33546533,"",""
cg03962463,1,"",110906299,"",""
cg03962691,1,Island,115881130,"",""
cg03963174,1,"",184558493,"",""
cg03963900,1,Island,19229322,"",""
cg03964233,1,N_Shore,115396277,"",""
cg03964373,1,N_Shelf,241800323,"",""
cg03964733,1,S_Shore,193091335,"",""
cg03965207,1,"",224415233,"",""
cg03965414,1,S_Shelf,200883619,"",""
cg03965496,1,Island,147718157,"",""
cg03965682,1,Island,156470688,"",""
cg03966708,1,S_Shelf,112302816,"",rs55807267
cg03967293,1,"",209826863,"",""
cg03967337,1,"",185941827,rs41397650,""
cg03967533,1,"",23378206,"",""
cg03969070,1,Island,36851558,"",""
cg03969260,1,"",153122203,"",""
cg03969326,1,"",170500942,"",""
cg03969515,1,N_Shore,16553267,"",""
cg03969696,1,"",150229580,"",""
cg03969724,1,S_Shelf,6114997,"",""
cg03969763,1,"",90440438,"",""
cg03969902,1,Island,2980546,"",rs72630915
cg03970032,1,"",16062915,"",""
cg03970039,1,Island,6550645,"",""
cg03970567,1,"",212761056,"",""
cg03970588,1,Island,182360403,"",""
cg03970900,1,"",222440048,"",""
cg03970961,1,"",154292240,"",""
cg03971454,1,Island,43770557,"",""
cg03971484,1,N_Shelf,148851764,"",""
cg03971555,1,N_Shore,9788769,rs80109509,""
cg03971828,1,Island,25071582,rs17523955,""
cg03972163,1,"",224252086,"",""
cg03972505,1,Island,1602656,"",""
cg03972745,1,S_Shore,4222311,"",""
cg03973866,1,Island,16270229,"",""
cg03974275,1,N_Shore,156162316,"",""
cg03974889,1,Island,91192162,"",""
cg03975652,1,Island,1559155,"",""
cg03975815,1,"",240270565,"",""
cg03975844,1,"",205318888,"",""
cg03975876,1,N_Shore,67773073,"",rs2307151
cg03976231,1,Island,19923490,rs2064293,""
cg03976336,1,S_Shore,59613456,"",""
cg03976480,1,"",65177603,"",""
cg03976712,1,"",2946727,"",""
cg03976754,1,"",33330006,"",""
cg03976856,1,"",2764669,"",rs34765293
cg03977084,1,N_Shore,22213801,"",""
cg03977657,1,"",209825747,"",""
cg03977831,1,"",11979188,"",""
cg03978041,1,S_Shelf,200862726,"",""
cg03978675,1,S_Shore,16679500,"",""
cg03979582,1,S_Shore,46769114,"",rs3215667
cg03980366,1,"",230882959,"",rs28359581
cg03980745,1,Island,26738130,rs4623750,""
cg03980824,1,S_Shore,84465404,"",""
cg03981535,1,N_Shore,201951234,"",""
cg03981685,1,N_Shore,87615654,"",""
cg03981727,1,N_Shelf,228470802,"",""
cg03982193,1,"",245727520,"",""
cg03982820,1,Island,40723960,"",""
cg03982831,1,"",182669315,"",""
cg03982998,1,"",238024671,"",""
cg03983398,1,S_Shelf,45254530,"",""
cg03983498,1,"",55107291,"",rs12410550
cg03983913,1,"",154954497,"",""
cg03984347,1,Island,45190262,"",""
cg03984502,1,"",151805661,"",""
cg03984537,1,"",111063237,"",""
cg03984859,1,S_Shore,165668066,"",""
cg03984950,1,"",229433246,"",""
cg03985415,1,"",229340974,"",""
cg03985478,1,N_Shelf,19596472,"",""
cg03985555,1,"",98729117,"",rs17118062
cg03985801,1,N_Shore,202182603,"",""
cg03986311,1,S_Shore,179557221,"",""
cg03986322,1,N_Shore,9789699,"",""
cg03986557,1,"",202430474,"",""
cg03986665,1,"",2864015,rs12028979,""
cg03987003,1,Island,145516092,"",rs75526445
cg03987192,1,S_Shore,26373407,"",""
cg03987199,1,Island,29189655,"",""
cg03987221,1,"",207195436,"",rs41309623
cg03987246,1,"",20502991,"",""
cg03987605,1,S_Shore,243639212,"",""
cg03987806,1,"",15985365,"",""
cg03987847,1,"",46651377,"",""
cg03987985,1,"",62677585,rs41312736,rs67084528
cg03988279,1,Island,36396364,"",""
cg03988297,1,"",219060547,"",""
cg03988595,1,"",2483933,"",""
cg03988675,1,Island,14075428,"",""
cg03988952,1,"",246581705,"",""
cg03989260,1,N_Shore,119529360,"",""
cg03989270,1,"",8412158,"",""
cg03989480,1,Island,50885352,"",""
cg03989520,1,"",184909381,rs78139923,""
cg03989567,1,N_Shore,236686012,"",""
cg03989569,1,S_Shore,156471288,"",""
cg03989610,1,N_Shore,38156359,"",""
cg03990033,1,N_Shore,208084030,"",rs60323637
cg03990478,1,N_Shore,70819273,"",""
cg03990847,1,Island,171711503,rs34048143,""
cg03990984,1,Island,44820872,"",""
cg03991120,1,"",151687696,"",""
cg03991309,1,"",68237761,"",""
cg03991333,1,Island,2458120,"",""
cg03991411,1,"",226795085,"",""
cg03991776,1,"",13183833,"",""
cg03992063,1,S_Shore,244615947,"",""
cg03992107,1,S_Shore,29559431,"",rs34809192
cg03992323,1,"",224023297,"",""
cg03992926,1,Island,186344761,"",""
cg03993263,1,Island,18434114,"",rs78116078
cg03994053,1,Island,10057168,"",rs3811458
cg03994069,1,Island,182758421,"",""
cg03994465,1,Island,119544230,"",""
cg03995744,1,Island,236958472,rs28372869,rs28372870
cg04000047,1,Island,11822362,rs59749916,""
cg04000234,1,N_Shore,39568852,"",""
cg04005555,1,N_Shore,23279278,"",""
cg04008821,1,N_Shore,45265309,"",""
cg04010586,1,Island,36788436,"",""
cg04010939,1,Island,12678193,"",""
cg04011995,1,N_Shore,41326317,"",""
cg04012515,1,Island,1911386,rs7541164,""
cg04012535,1,"",37176647,"",""
cg04012600,1,"",109850126,rs367586,""
cg04012872,1,N_Shelf,46212773,"",""
cg04012896,1,"",200941616,"",""
cg04013393,1,Island,19578177,"",""
cg04013419,1,N_Shelf,205715161,"",""
cg04014002,1,N_Shore,33206468,"",""
cg04014586,1,"",245704710,"",""
cg04015594,1,Island,2458098,"",""
cg04015962,1,"",10949192,"",""
cg04016768,1,S_Shore,160068676,"",""
cg04017052,1,S_Shore,16694728,"",rs566724
cg04017116,1,Island,92764422,"",""
cg04017672,1,N_Shore,182359056,"",""
cg04018299,1,Island,155023650,"",""
cg04018879,1,"",3738508,"",""
cg04019636,1,"",201977390,"",""
cg04019843,1,"",213453556,"",""
cg04020309,1,S_Shore,247496094,"",rs4253948
cg04020944,1,N_Shelf,235809672,"",rs35410091
cg04021454,1,N_Shore,28968404,"",""
cg04021497,1,S_Shore,24307291,"",""
cg04021663,1,N_Shore,67395547,"",""
cg04021697,1,Island,3567303,"",""
cg04021745,1,Island,236445389,"",""
cg04022097,1,"",3133811,"",""
cg04022560,1,Island,10720269,"",""
cg04022724,1,S_Shore,63154668,"",""
cg04023150,1,Island,44873064,"",""
cg04023370,1,Island,40367827,"",""
cg04023434,1,S_Shelf,183778265,"",""
cg04023573,1,N_Shore,2004636,"",""
cg04023996,1,Island,50892794,"",""
cg04024799,1,"",248903300,"",rs34754014
cg04025049,1,"",239987399,"",""
cg04025127,1,N_Shore,44030580,"",""
cg04025150,1,Island,34642862,"",""
cg04025590,1,Island,26560450,"",""
cg04025728,1,Island,6259688,"",""
cg04025964,1,Island,200010788,"",rs78340618
cg04026747,1,"",1197551,"",rs6704013
cg04027302,1,N_Shore,236685524,"",""
cg04027328,1,"",11372138,"",""
cg04027549,1,Island,180991969,"",""
cg04027805,1,Island,4715479,"",""
cg04028570,1,Island,248100427,"",rs6667031
cg04028643,1,N_Shelf,45789840,"",""
cg04028648,1,Island,150241102,"",""
cg04028874,1,"",26700681,"",""
cg04029421,1,Island,15573952,"",""
cg04030615,1,Island,229569902,"",""
cg04031093,1,"",233027124,"",""
cg04031129,1,Island,43638029,"",""
cg04031354,1,"",164428765,"",""
cg04031361,1,N_Shore,236557758,"",rs966365
cg04031465,1,"",222612680,"",""
cg04031504,1,N_Shore,32645060,"",""
cg04031507,1,Island,35334359,"",""
cg04036898,1,"",46664598,"",""
cg04038241,1,Island,10092629,"",""
cg04043150,1,Island,110673319,"",""
cg04048218,1,Island,43124122,"",""
cg04049800,1,Island,233086374,"",rs79910465
cg04055049,1,S_Shore,6321553,"",""
cg04055835,1,N_Shore,201437101,"",rs6696278
cg04056678,1,Island,27481546,"",""
cg04057053,1,Island,113008926,"",""
cg04062187,1,Island,167424664,"",""
cg04063547,1,"",25747645,rs74937936,rs78103988
cg04065086,1,Island,151104186,"",""
cg04065347,1,"",54484161,"",""
cg04071948,1,N_Shore,249140104,"",""
cg04074557,1,Island,245134710,"",""
cg04074923,1,Island,224544524,"",""
cg04075428,1,Island,204042338,"",""
cg04076212,1,S_Shore,179335396,"",""
cg04076263,1,S_Shelf,59615367,"",""
cg04077303,1,S_Shore,236308094,"",""
cg04077662,1,Island,77333229,"",""
cg04077668,1,"",153600064,"",""
cg04077677,1,S_Shore,156427412,"",""
cg04077692,1,"",243570771,"",""
cg04077695,1,Island,231763105,"",""
cg04078221,1,N_Shore,47897576,"",""
cg04078418,1,"",7642984,"",""
cg04078732,1,"",31439111,"",""
cg04078980,1,S_Shore,228291486,"",rs77575678
cg04079139,1,N_Shelf,26735245,"",""
cg04079215,1,"",95095221,"",""
cg04079251,1,Island,45120632,"",""
cg04079538,1,S_Shore,51811558,rs67971496,""
cg04080067,1,Island,205601196,rs7549710,""
cg04080133,1,S_Shore,68517656,rs76090822,""
cg04080261,1,"",38423347,"",""
cg04080270,1,S_Shore,52456551,"",""
cg04080517,1,N_Shore,120905322,"",""
cg04080530,1,Island,2886868,"",rs72853379
cg04080595,1,Island,2985649,"",""
cg04080625,1,"",15426634,"",""
cg04081153,1,Island,27021879,"",""
cg04081218,1,"",183067225,"",""
cg04082353,1,Island,227916719,"",""
cg04082985,1,N_Shore,150946396,"",""
cg04083076,1,N_Shelf,169452126,"",""
cg04083190,1,"",33961757,"",""
cg04083753,1,Island,9258836,"",""
cg04083953,1,N_Shore,91486951,"",""
cg04083966,1,"",203144832,"",""
cg04084052,1,S_Shore,165668349,"",""
cg04084173,1,N_Shore,48458049,"",""
cg04084354,1,"",56721795,"",""
cg04084401,1,Island,211432139,"",""
cg04085339,1,N_Shore,174967695,"",""
cg04085713,1,"",25509445,"",""
cg04085896,1,S_Shore,8088516,"",""
cg04086394,1,"",193082764,"",""
cg04086443,1,"",120286814,"",""
cg04087271,1,"",20915334,"",""
cg04087434,1,N_Shore,1669123,"",""
cg04087608,1,"",119957969,"",""
cg04088152,1,"",6062462,"",""
cg04088289,1,S_Shore,19205990,"",""
cg04089332,1,N_Shore,31190161,"",""
cg04089674,1,"",37055042,"",""
cg04089743,1,"",27977270,"",""
cg04089800,1,"",46654770,"",""
cg04090794,1,"",92099858,"",rs2493206
cg04090867,1,"",10794229,"",""
cg04091063,1,Island,19615382,"",""
cg04091628,1,"",176318781,"",rs1806630
cg04092332,1,"",156669575,"",""
cg04092685,1,S_Shelf,25577229,"",""
cg04092747,1,S_Shore,173639380,"",""
cg04092883,1,S_Shore,143467823,rs75609280,rs7555655
cg04093047,1,Island,32827707,"",""
cg04093149,1,S_Shore,44497595,"",""
cg04093225,1,Island,166917158,"",""
cg04093381,1,N_Shelf,9292094,"",""
cg04093404,1,Island,6614507,"",rs12742808
cg04093972,1,Island,61516130,"",""
cg04094169,1,S_Shore,159141893,"",""
cg04094178,1,S_Shelf,4195569,"",""
cg04094548,1,"",39301897,"",""
cg04094653,1,Island,18973203,"",""
cg04094791,1,Island,161576629,"",""
cg04095045,1,"",24882199,"",""
cg04095498,1,"",96828042,"",""
cg04095556,1,N_Shelf,151480775,"",""
cg04095732,1,N_Shore,76080410,"",""
cg04095826,1,"",230457906,"",""
cg04095833,1,S_Shelf,54669064,"",rs28375518
cg04096305,1,"",5809461,"",""
cg04096525,1,"",231356725,"",""
cg04096723,1,N_Shelf,8414772,rs71856875,""
cg04097639,1,Island,200009830,"",""
cg04097724,1,N_Shelf,181995123,"",""
cg04098169,1,"",222397755,"",""
cg04098194,1,N_Shore,1241087,"",""
cg04098985,1,N_Shelf,101358409,"",""
cg04099056,1,N_Shore,23109881,"",""
cg04099186,1,"",211860612,"",""
cg04099264,1,Island,44435507,"",""
cg04099562,1,N_Shore,224620034,"",""
cg04099660,1,N_Shore,71546313,"",""
cg04099697,1,Island,201952261,"",rs73074403
cg04099793,1,"",2834108,"",""
cg04099803,1,"",81772036,"",""
cg04100048,1,Island,210001371,"",""
cg04100190,1,S_Shore,40783264,"",rs2747521
cg04100386,1,"",85238705,rs77812421,""
cg04100463,1,Island,3540901,"",""
cg04100492,1,Island,1677730,"",""
cg04100956,1,"",94571619,"",""
cg04101015,1,"",159170275,"",""
cg04101267,1,Island,95538294,"",""
cg04102126,1,Island,173837181,"",""
cg04102510,1,"",226850741,rs34890394,""
cg04102586,1,Island,100435512,"",""
cg04102734,1,S_Shore,209406725,"",""
cg04102760,1,Island,169455144,"",""
cg04102905,1,"",248738984,"",""
cg04103490,1,S_Shore,228614118,rs473316,""
cg04103761,1,N_Shore,26735606,"",""
cg04104489,1,S_Shelf,64063351,"",""
cg04104526,1,Island,156818749,"",""
cg04104579,1,N_Shelf,170627558,rs78962619,rs78849006
cg04105350,1,"",2111868,"",""
cg04105479,1,N_Shore,38225577,"",""
cg04105597,1,"",205585639,"",""
cg04105712,1,S_Shelf,158086146,"",""
cg04105726,1,Island,1601205,"",""
cg04106076,1,"",171621279,rs61730977,""
cg04106636,1,"",168115045,"",""
cg04106903,1,N_Shore,67518745,"",""
cg04106964,1,N_Shelf,154906773,"",""
cg04107003,1,S_Shore,1397297,"",""
cg04108127,1,Island,222885781,"",rs28583556
cg04108296,1,Island,167691246,"",""
cg04108612,1,Island,26324550,"",rs3008239
cg04108615,1,S_Shore,153931566,"",""
cg04108706,1,S_Shore,180126520,"",rs73038403
cg04108811,1,Island,246670728,"",""
cg04108939,1,Island,45250181,"",""
cg04109349,1,Island,245317172,"",""
cg04110665,1,N_Shore,66258134,"",rs12757767
cg04110886,1,"",10675575,"",""
cg04110918,1,"",4794912,"",""
cg04111102,1,"",66153794,"",""
cg04111436,1,S_Shelf,28160785,"",""
cg04112567,1,Island,9242340,"",""
cg04112961,1,Island,8014573,"",""
cg04113348,1,"",10510054,"",""
cg04113693,1,Island,156890488,"",""
cg04114368,1,Island,167906565,"",""
cg04115132,1,"",84155257,"",""
cg04115136,1,S_Shelf,32232407,"",""
cg04115969,1,Island,115397449,"",""
cg04116354,1,"",26003643,"",""
cg04116858,1,S_Shore,159895664,"",""
cg04117379,1,N_Shore,22191006,"",""
cg04117480,1,S_Shore,120439522,"",""
cg04117530,1,S_Shore,226187852,"",""
cg04117764,1,"",10917451,"",rs569456
cg04117972,1,"",227635322,"",""
cg04118124,1,N_Shore,43231249,"",""
cg04118154,1,Island,45140072,"",""
cg04118311,1,N_Shelf,156717205,"",""
cg04118472,1,N_Shore,2125049,"",""
cg04118950,1,"",53897039,"",""
cg04119678,1,N_Shore,32402509,"",""
cg04119843,1,Island,1284268,"",""
cg04120420,1,"",160135275,"",""
cg04120428,1,Island,59369810,"",""
cg04120680,1,"",3213486,"",""
cg04121028,1,"",181622655,"",""
cg04121115,1,Island,54519230,"",""
cg04121631,1,N_Shore,875345,"",""
cg04121938,1,S_Shore,201509415,"",""
cg04121973,1,"",153085152,"",""
cg04122068,1,S_Shore,160068504,"",""
cg04122081,1,N_Shore,33545515,"",""
cg04122161,1,"",169852241,"",""
cg04122329,1,Island,89149714,"",""
cg04122467,1,Island,150521777,"",""
cg04122790,1,Island,229762148,"",""
cg04123260,1,N_Shore,249120154,"",""
cg04123310,1,Island,27677072,rs41291092,""
cg04123373,1,N_Shore,44411915,"",""
cg04123765,1,"",248153618,rs72475092,""
cg04123776,1,Island,170630602,"",""
cg04123845,1,Island,21044321,rs71659034,""
cg04124260,1,Island,224180444,"",""
cg04124586,1,"",8585852,"",""
cg04124888,1,"",19788288,rs11576376,""
cg04124909,1,"",182030818,"",""
cg04124962,1,S_Shelf,109291831,"",""
cg04125586,1,"",201982404,"",""
cg04125625,1,Island,29564120,"",""
cg04126266,1,N_Shore,18963958,"",""
cg04126335,1,"",145525223,"",""
cg04126810,1,N_Shore,233462729,rs79883238,""
cg04126852,1,Island,167189787,rs76252782,""
cg04126957,1,S_Shelf,1479238,"",rs77684787
cg04127303,1,Island,78148262,"",""
cg04127455,1,"",156572731,"",""
cg04127539,1,S_Shore,231474535,"",""
cg04127825,1,"",167503222,"",""
cg04128045,1,Island,18435700,"",""
cg04128065,1,S_Shelf,229733305,"",""
cg04128092,1,"",7747160,"",""
cg04128499,1,"",112312243,"",""
cg04129132,1,"",43296035,"",""
cg04129469,1,N_Shore,18956762,"",""
cg04129905,1,Island,109642671,"",""
cg04130057,1,S_Shore,159895524,"",rs7513326
cg04130507,1,"",182030753,"",""
cg04130657,1,S_Shore,161102858,"",""
cg04131063,1,"",44230412,"",""
cg04131194,1,S_Shelf,44405267,"",""
cg04131431,1,Island,202183387,"",""
cg04131943,1,"",46713243,"",rs28363191
cg04132000,1,"",2802609,rs72852343,""
cg04132017,1,"",158450237,"",""
cg04132510,1,"",3044741,"",""
cg04132522,1,Island,11898705,"",""
cg04132845,1,S_Shore,45957038,"",""
cg04132851,1,N_Shore,85155548,"",""
cg04133293,1,S_Shelf,200863171,"",""
cg04133572,1,"",161195810,"",""
cg04134399,1,"",246231142,"",rs61841876
cg04134748,1,"",3052175,"",""
cg04134845,1,Island,6511705,"",""
cg04135144,1,"",182369721,"",""
cg04135242,1,"",53629086,"",""
cg04136449,1,S_Shelf,221920271,"",""
cg04136456,1,"",11413470,"",""
cg04137323,1,"",153854324,"",""
cg04137530,1,"",25495326,"",""
cg04137576,1,"",3575674,"",""
cg04138112,1,Island,167090618,"",""
cg04138155,1,S_Shore,243419250,"",""
cg04138198,1,S_Shelf,236853956,"",""
cg04138756,1,"",152973849,"",""
cg04138976,1,S_Shore,47134527,"",""
cg04139043,1,"",18193291,"",""
cg04139359,1,S_Shelf,45085438,"",""
cg04139429,1,Island,113615595,"",""
cg04139827,1,"",151547835,"",""
cg04140525,1,"",153467760,"",""
cg04140553,1,Island,41962232,"",""
cg04140596,1,Island,228404239,"",""
cg04140633,1,N_Shore,117208496,"",""
cg04140834,1,N_Shelf,111320416,"",""
cg04140924,1,N_Shore,149857337,"",""
cg04141080,1,Island,2847220,rs75725719,""
cg04141379,1,S_Shore,48938046,"",rs72897240
cg04141460,1,Island,224302109,"",""
cg04141520,1,N_Shelf,19611627,"",""
cg04142011,1,"",4541470,"",""
cg04142017,1,Island,53558596,"",rs77573628
cg04142080,1,N_Shore,21977904,"",""
cg04142312,1,"",146982465,"",""
cg04142750,1,"",154520074,"",""
cg04143011,1,"",160639836,"",""
cg04143106,1,Island,153963266,"",""
cg04143346,1,Island,100315927,"",""
cg04143372,1,S_Shore,153700876,"",""
cg04143909,1,Island,234367322,"",""
cg04144222,1,"",150953713,"",""
cg04144533,1,S_Shore,206681983,"",""
cg04144606,1,"",201145784,"",""
cg04144611,1,N_Shore,229477268,"",""
cg04144714,1,"",236017325,"",""
cg04145287,1,Island,26552102,"",""
cg04145643,1,"",45288012,"",""
cg04145937,1,"",14504113,rs76611433,rs76879641
cg04146137,1,"",38279984,rs76625135,""
cg04146995,1,N_Shelf,2001651,"",""
cg04147049,1,Island,33219687,"",""
cg04147479,1,"",119026424,"",""
cg04147929,1,"",223854704,"",""
cg04148762,1,Island,203598573,"",""
cg04149978,1,Island,10764896,"",""
cg04151062,1,Island,116710943,"",""
cg04154290,1,S_Shore,53794211,"",rs72897412
cg04154465,1,S_Shore,113045271,"",""
cg04154653,1,S_Shore,1133248,rs12026794,rs12031928
cg04155348,1,Island,33647286,"",""
cg04155687,1,Island,202830475,"",""
cg04155855,1,"",85064136,"",""
cg04156369,1,Island,101702519,"",""
cg04156383,1,"",144995889,rs12117998,rs12093115
cg04156483,1,Island,2254199,"",""
cg04156896,1,N_Shore,40419793,"",""
cg04157201,1,Island,170634177,"",""
cg04157804,1,Island,21766405,"",rs1976403
cg04158046,1,S_Shore,63833953,"",""
cg04158049,1,N_Shelf,16550535,"",""
cg04158093,1,S_Shore,155243476,"",""
cg04158115,1,Island,36863305,"",""
cg04158367,1,Island,92952440,"",""
cg04158698,1,"",201523041,"",""
cg04158730,1,Island,242011433,"",""
cg04158878,1,"",54946918,"",""
cg04158884,1,Island,233086346,"",""
cg04159098,1,"",33982683,"",""
cg04159381,1,Island,53018615,"",""
cg04159546,1,N_Shelf,3605087,"",rs1885872
cg04159878,1,"",110179127,"",""
cg04159901,1,Island,46955557,"",""
cg04160030,1,S_Shore,24195659,"",""
cg04161137,1,Island,22974180,"",""
cg04161603,1,"",231589447,"",rs7531321
cg04161784,1,S_Shore,110951209,"",""
cg04161902,1,N_Shore,32227908,"",""
cg04162032,1,"",248902767,"",""
cg04162034,1,N_Shore,9710821,rs74925829,rs7411664
cg04162383,1,"",53973673,"",""
cg04162566,1,N_Shore,198125635,"",""
cg04162691,1,S_Shore,45253686,"",""
cg04162725,1,N_Shelf,147778708,rs6668354,""
cg04163216,1,S_Shore,9777888,"",rs75175100
cg04163637,1,"",203869223,"",rs2810613
cg04163847,1,"",59622594,"",""
cg04164924,1,Island,243651528,"",""
cg04165508,1,"",94167631,"",rs1891139
cg04165759,1,"",150448943,"",""
cg04166042,1,S_Shelf,50896246,"",rs12064389
cg04166874,1,S_Shore,44821163,"",""
cg04167064,1,Island,46932305,"",""
cg04167126,1,"",28482393,"",""
cg04167280,1,"",33328341,"",""
cg04168050,1,"",220263278,"",""
cg04172501,1,Island,1136430,"",""
cg04179952,1,Island,201619295,"",""
cg04185861,1,Island,154377809,"",""
cg04185893,1,Island,97187305,"",rs36076945
cg04186622,1,Island,148556562,"",rs28714291
cg04188086,1,Island,16175878,"",""
cg04193160,1,Island,228400419,"",""
cg04194405,1,Island,36622147,"",""
cg04195702,1,N_Shore,838486,"",""
cg04195831,1,S_Shelf,17090834,"",""
cg04197051,1,Island,160001439,"",""
cg04197452,1,N_Shore,208083913,"",""
cg04198912,1,N_Shore,205536821,"",""
cg04199779,1,Island,9294473,"",rs6680990
cg04203077,1,Island,40943161,rs4291490,""
cg04203508,1,N_Shore,212779532,"",""
cg04204188,1,Island,236157142,"",""
cg04204526,1,S_Shore,2980937,"",""
cg04205107,1,Island,242688320,"",""
cg04205193,1,Island,12079676,"",""
cg04205715,1,S_Shore,35259937,rs1764389,rs1764390
cg04205769,1,N_Shelf,101488098,"",""
